customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,status
cce631765a9e31068af38b7e668fed9f,3ebf883fc9d9a5dca8de826c31689e41,60355,fortaleza,CE,Non Active
d791834a0555c0062e98d735083f4373,f2a29b4d4c04184a9372bb7374d344ac,31555,belo horizonte,MG,Non Active
f9a6bf8bc89af704ecd48975eff11800,1450a7cb6ba0bc92100a9a4a8a2f38e7,5704,sao paulo,SP,Non Active
f1b4e52c63caa18218f3d64e9f402638,712f57b0313fdcf9ebbae22e13082da8,32070,contagem,MG,Non Active
343e60c28c010a14f60d1121ba11a054,155a4fb3a54510a3ddc33184f73851b1,74780,goiania,GO,Non Active
10ca6e617f38bd5d217ba0fea655b709,acaa6f655672f2558ebecf66492db971,62500,itapipoca,CE,Non Active
021e84751ba0ead75b6d314a6ead88d9,9a58c55c10b4eb6c69fb0874d8beb466,23025,rio de janeiro,RJ,Non Active
383c957ec162c9147f9aab26161af5c6,38e9ba7e543c33ae95a697ed2566dc00,22790,rio de janeiro,RJ,Non Active
ddb1eba2d5a60486026e74e899e57b53,f69d58eed2c84ede7937a8caf953d786,28640,carmo,RJ,Non Active
7dab920e35ce0d5b1139e8999423fcc1,5df965670962764c4bb2dbd1ef8019a3,14620,orlandia,SP,Non Active
93bd1798196b062dcad1fad2d80b6357,ad84eb40bebc0b761bbef7edd1e28d93,75901,rio verde,GO,Non Active
547d6ffb01ccfdcd3987a70bff3746d0,0be6fe889a8bc9c09d29602bf76ea1b8,12237,sao jose dos campos,SP,Non Active
6143e5df1b61e9568a5f02adbdcc9ef7,cca887781e465f3b8aaaa7046b0f1016,64760,sao joao do piaui,PI,Non Active
ec43686dd7b2f48ea65475606fdfc85d,12bf6178776d90da204cdf1b37d23906,13214,jundiai,SP,Non Active
078bfceb258f6ee262174cbf251aa763,fc2e9d70ce1e9c19422b859224a9abd9,45530,itacare,BA,Non Active
7d1a0d60968b2caba5aded67e29e73d8,8f7dec10f3c29bab1cf14fce2bcc730b,66093,belem,PA,Non Active
935a368be7c475d126ffe4c185ec0ced,2cc2994dfd910c9faef01bcd602ff741,18540,porto feliz,SP,Non Active
6cac77779271796bf107e2a9c85747af,5b2c641e7c5002f7d6dc715a1a13a6c6,37990,ibiraci,MG,Non Active
cd014939a34b3661bfc51ed62a4ce149,df2b6f6f87c26ec6f0fdffbf9d82fafd,22450,rio de janeiro,RJ,Non Active
9d1ad1c80967c646f17783f8741c75e8,b88054950162861bde66e9a073293bea,5444,sao paulo,SP,Non Active
619d38cef53788669e85d1d303c9b05e,6123d235520aa66727fed83f985bd1a9,20071,rio de janeiro,RJ,Non Active
2cec9be88ae4cd3cdb1832edf3b7c46b,622f869865eac935f83c91cbae73c8d8,8465,sao paulo,SP,Non Active
9110693a12c644b2c2c95778234ba8cd,d96a987ed08a81ce3531dcd12ce00c6b,3717,sao paulo,SP,Non Active
2592409d9cdb96ddbad1f10c30cd2b9a,878028a4d41bbb945295f5b196ca31df,87005,maringa,PR,Non Active
8607daf248ac59472ae39e50998c2b88,d9583b15468327017be6a7ce27db31a1,76680,itapuranga,GO,Non Active
31123765b50eb700025d04ff6a1b679a,23381fd98cf504b5218cf319d4f5bdb1,13190,monte mor,SP,Non Active
19d4a540b496506ab10c97292275e532,4c818b237483961f0f2c5ae447ef9c02,8160,sao paulo,SP,Non Active
6d945e9e51360c1302f74078612a5baf,5bab840329da6c9d509aa1dd14e69c18,66095,belem,PA,Non Active
1a360b6e91827cc5b5c49cd6568214f5,72d7adcf1d70f200fceda19328b4fc60,25253,duque de caxias,RJ,Non Active
1b8251534223367e329cc7605f5d4a49,3a2a12f2fd7c80c8c73846ad8475f2cc,27323,barra mansa,RJ,Non Active
68930e4bd02e1b1e603d462c6e4e2849,a85021416086b65d3e8dd1b205988fe0,72316,brasilia,DF,Non Active
b16ed08790d757ebcbc3533101fb1ace,ea8a37a119980ee4681e28145b39bb3b,6160,osasco,SP,Non Active
ca5cc0d19a459e9c7b6f2e781c98a190,962187a437025c984c621276aad55fb8,30310,belo horizonte,MG,Non Active
b67d9091d904c9237c3f00382f721c5b,796a8e482db49bfbf7c9628ee24c12d8,6325,carapicuiba,SP,Non Active
afecf369193e9cbdbd615dbb804929aa,30ee15e4293d92177c75a3e037dc3edd,37190,tres pontas,MG,Non Active
70457f70bccd93467cce328f6b3bb89a,802ce2dcb7d0d4a534945e27d53a9636,22230,rio de janeiro,RJ,Non Active
8ce7af83ed7e52d2db1fdba28bfb11ed,cff0857d677e9f5ce1bb5565401666ba,4289,sao paulo,SP,Non Active
b1253701171dfb298f52a221f824e45b,788313d21c3507fe890921f6e17aa679,11070,santos,SP,Non Active
a96d6b1da9c9aaa588d92a1a95e6707e,8056b915d8768eaf54c7f2da7d94687d,13056,campinas,SP,Non Active
f4c160bdd6f4515d604bfe77dfdefb04,fbac3948da21dc052716e0659d9f228c,8475,sao paulo,SP,Non Active
80242677269637e364586259ccc5558f,7df622c0386808fe50377fc0d27ee3a8,21863,rio de janeiro,RJ,Non Active
98bfbf477ed9f40a0264f5e527a446be,8aa802da0f525a68e7fae5e67929ebdd,18147,aracariguama,SP,Non Active
530d41b47b9dda9bc6f31d856f11a527,da10fa9297d68af39135afa6a3161298,13185,hortolandia,SP,Non Active
002348c1099e3229276c8ad7d4ddc702,934c19eeef04da89928f995df85cf3f8,13295,itupeva,SP,Non Active
47b1ee85880e75bd8e8b4546cea0c711,f0faf537c019a5dcaa0496f9d21939ad,2813,sao paulo,SP,Non Active
fb89de9d98c3cde010eaf1a31a5f7fd3,e11c9512b40228a348ef101e69835f9d,2331,sao paulo,SP,Non Active
209e7cf8adaf4498f82df1fe2b8c25e7,91544d22848a922381b73b5e21ad58ff,8072,sao paulo,SP,Non Active
707b5d5f3ee1d9cabc657310b0b56d0f,7c415361aa23c04b04bed1bb75eb3f4c,11680,ubatuba,SP,Non Active
b3e2d25661bc36bf407b8ca0b6087708,c4696db7fbedd4ebff6dc11a6d4fe3eb,4434,sao paulo,SP,Non Active
0e25b9588076baf393cba1ce1a47567e,23d4170a35eee4611945183a4ae92a50,29800,barra de sao francisco,ES,Non Active
39f51cf31b3d2266b99005da1b5d5b79,86f04460dd37a57e3a0ecdeaffb1919b,17740,rinopolis,SP,Non Active
8886130db0ea6e9e70ba0b03d7c0d286,7b9d52d22310baecad0f9df64872208d,35590,lagoa da prata,MG,Non Active
6ef5c9f7a060756a678e74a07a3bdfd5,b46143871bd7f63bcbd5acd898b5e1ee,66055,belem,PA,Non Active
92dd4b87879a4dc3450ccfb6ae1932f2,79ff5d9ba6dc750760a809b0a84d3397,27910,macae,RJ,Non Active
e673336c4f14e065f1f05d154ae50993,832b462bcebd7bb6ef758c5b6c8c8848,4671,sao paulo,SP,Non Active
247a1241b0292ffc8167f7391be2f7cc,cb9aa3a6c7716acf0af57d3622616fef,18048,sorocaba,SP,Non Active
079398086249945a3ef432ae14ecac00,89672d977dd21afa429505c66a1abc17,88495,garopaba,SC,Non Active
a73c1f73f5772cf801434bf984b0b1a7,968fac81e2c44fb6c1e3ac2a45e6a102,4685,sao paulo,SP,Non Active
0d07d0a588caf93cc66b7a8aff86d2fe,0f75924cbbe60142068f4029d744b724,82310,curitiba,PR,Non Active
a4747f37f033452617ad330896f582c6,9a5f4a671f4a0f580f0631021befd2f1,3568,sao paulo,SP,Non Active
4a6f6cd7b3fa8d3f9a370adfdad0fa97,71ba8ba1fca338623659e60a7a364d0e,24800,itaborai,RJ,Non Active
fc253202cb10b4a99ac862321a854858,481c59a1f6bafb63320f101c013e6784,20775,rio de janeiro,RJ,Non Active
0c89a40b670ee7e1a48e5ff4fdbb313d,8b1aed2dad15fcad8eb2a5c555e2d26e,2441,sao paulo,SP,Non Active
4960d46eadbcd842a602b726ed33d85c,ca3b7b63c1de7436540ff39d52ffe9ff,13321,salto,SP,Non Active
5a0e3721a8ca7e273f07af1ead76605e,cda31ad527f32bfe5d75029c8aa9c0bd,8771,mogi das cruzes,SP,Non Active
d6866e05b212ceb988befb58497f7b8c,fde0e4b515e890f759bd85c3e4ee2116,11345,sao vicente,SP,Non Active
5b4681e924e266db4eaba48f9b3f2561,a12fcef9f67b7c5c7aed8cba0250a127,71940,brasilia,DF,Non Active
9c4efecd1866c2177998d461bd0e5b6e,543c0511f5e9cdb54e394bac30684ef3,59091,natal,RN,Non Active
b1c620b3900301281f637f3df0690225,f0d5e316c08426143e89749c12e65b68,89560,videira,SC,Non Active
8c468917b274857623298a1627369866,5562519ab10ca3a2bcafca081618d2ea,35500,divinopolis,MG,Non Active
4c82b862da252196bc8936f210aadc8b,6d5b0e53cf8e36411759711cc484be50,23065,rio de janeiro,RJ,Non Active
3854e2234eed2d10978e229b5ba9d738,dde9a2ce5a7a425139cfd298fcd62ec1,13468,americana,SP,Non Active
4afea82f984caa99c5946b758f101abd,f04fb267036654af73a83e7c4d3414ce,77814,araguaina,TO,Non Active
deaa19219d8e3afdf04e2685df1bda8a,f39417775394ddaa9a81151e6afd4c5e,49096,aracaju,SE,Non Active
949e7c76aaf2d74dad40210f38667ade,1c6dbb642db9a21ed52b3607f19136ed,44572,santo antonio de jesus,BA,Non Active
55f97f92c63a40b9f9591f26b4e22de1,67e529188d2da2f4f12220e16fe2c371,8225,sao paulo,SP,Non Active
4cf5f0dfd3a202391d614d12d82d03ee,36b57786cc39805025da0affca9d5bd5,35894,dores de guanhaes,MG,Non Active
c867b109192c6397f8f3e408daaa0bf5,48c26048ebd3e3ba5164d28018687996,5011,sao paulo,SP,Non Active
ead0ce31c9e113d7632ffbe5a6f86ff3,c0a7a20dcda247d90320e44690edbfb4,3504,sao paulo,SP,Non Active
9fcecafb0c3710ed3c64e9ea175ce250,0311af7210c394f67fdca2a473045be7,4857,sao paulo,SP,Non Active
6b3203ddac95aee6732fc133bd4b6351,b090fd67efe21ab297f5c0c6cb040e31,65077,sao luis,MA,Non Active
44ea012b92b665f5f4c775f3f0a63d7b,beb5288c896678914470c6a650c78302,14955,borborema,SP,Non Active
9cff8d557e02418fe939f23fafe35735,a7547e6f596bde81048df8859f5e2df4,58416,campina grande,PB,Non Active
c88049eeaedbed43c80a28501f20e6b4,f46d77050b14b368b8582f85564167d2,9510,sao caetano do sul,SP,Non Active
d7537b3c5b91b42e9ae5db7a5373b50d,f661ce75fb89d96fa60c9d41490dbe8e,4340,sao paulo,SP,Non Active
66bedeedb8b2f83e37860634125050c7,d5803b21d09eaceb67d505173158bbf0,6276,osasco,SP,Non Active
465fb57f1267c03fca458f571bc5fed2,13a3742f6e3430a2c403ea9b301270d1,8225,sao paulo,SP,Non Active
8e9bad01be77e446634b85d8b7261ef9,f95ccde28c7613a61e9e40681cac6104,8710,mogi das cruzes,SP,Non Active
7220c5e391b6c80f16ffcca8a67a3382,2699b77563fd2f76debf0cf2111d5c2d,87113,sarandi,PR,Non Active
ef48ea66fb39a13e1310b36b676e29e7,98af4f1390402d0565507f23c89c76c0,1257,sao paulo,SP,Non Active
bbdbc21c0d067bd705b5aaff781709c9,fb0ee3da1096d44aeb3bda500a7d33d0,37280,candeias,MG,Non Active
a60a9da6cce214757a5bbf389df1c45b,b98a8bd06ac525882cb2a826e8f4a7c0,30380,belo horizonte,MG,Non Active
b0344db4bb1741ab32ee52ef092b2572,e4bc521307b39cf70dd8f0347e342f87,23092,rio de janeiro,RJ,Non Active
f358737ffa6369c7c39875bb5ab81cd1,07a47aaed3703199835441d912aa3c43,11015,santos,SP,Non Active
bc7342cd2513951daf6234923692eb2d,4eb3cb72d0b7090334669fd4b36b7c0e,75890,sao simao,GO,Non Active
b36a66381596ca6824c2ed8059e2a63c,54ff310c4932ed14b0ce31080dd5f4c3,39935,santo antonio do jacinto,MG,Non Active
65f09de0b77ca07963fde8601c6be1fb,a56a69b5c5e0e105c671353ee9caa01a,96600,cangucu,RS,Non Active
ba12c55c5bcba69b43a893e430f972dd,72dd86f7a69a6b31fabc767b8a601b7d,3349,sao paulo,SP,Non Active
13f575bc19cc3b10a37b3634ecfaf9b5,aab693a465f04c839a26cbe2826472af,4523,sao paulo,SP,Non Active
a345369fd7f6c6ff83b6a899a55af3ed,da86b3d698ed82275d92e48b56d7abd3,14870,jaboticabal,SP,Non Active
0db624494bc34733faf2f68bc0384e0d,688d5274462f91fa0332582b748ce41d,11900,registro,SP,Non Active
17df09c17e859d9c328292bf6444ba9c,8e77009e76077defe91bbb0c1be6f453,12460,campos do jordao,SP,Non Active
5ffc28dba523459f96579e4af297055b,5a2dabee1b75af89efb14fe554b6044b,5798,sao paulo,SP,Non Active
bf6418c67d6b29aada7d4a9a0cfb3e09,2a80d0e64a7056796f27b4f0cb909182,95599,balneario pinhal,RS,Non Active
912f108a7026f25f99240a5c4c60e2c3,cdf2b280dbabe2b047ba03f1886265e6,91250,porto alegre,RS,Non Active
4d914121becbb45c404a3b27a8db7073,98168eac716e426d9725b025bef08c3f,88058,florianopolis,SC,Non Active
1fe8ff5b23920df6e3509db320011455,9e0ffa36cf3c57436d1e82ebc4b6f27d,13481,limeira,SP,Non Active
6cc8f025e1b94225a79f478d3bcba65c,9f0628912b8102be6ef4638d0753addf,6714,cotia,SP,Non Active
334bc1ac6dd04141f8d4dcf03753a1b1,94cf5c28141c6874a27b5a9fc4425681,28970,araruama,RJ,Non Active
dce9263e5c0f7448aff75f3f347ec481,d484207b7dfd9f0caa47f97a7d2dac58,52011,recife,PE,Non Active
32052a1aab7fe2d80cdeb22ad44d9871,555d8f4f91a1b277371ace3decd9b1f6,78117,varzea grande,MT,Non Active
ad42c47f81be1c0d284c4108e133d84b,35072bbafdb3641c09130ea4c1a69fee,32670,betim,MG,Non Active
383e0c402beac204dc7ad8633cc49ae8,b9eefc4441b9cd3e84a5d7394bf6d401,97010,santa maria,RS,Non Active
68cbc07269ced29d178eead440258d5d,c02762c9e1076e6d025b47c712cece2f,35180,timoteo,MG,Non Active
64ebc89fe827e44bf4c57f7e22676e12,dd5ed00973cd7d965333d81654bec5b4,5664,sao paulo,SP,Non Active
1a002323bd40f93378ee1824e2343798,6a40f754c2e8908ff6d13430e6342c29,19400,presidente venceslau,SP,Non Active
b6c48c94d827458468ca05e8cb59fd31,81b72ea18e532f09927886cfb8966ef1,20710,rio de janeiro,RJ,Non Active
deac5870962fbc4af64040f2cbfd57d9,3d2906056c2f9ba0c2c955474fb6854f,13483,limeira,SP,Non Active
0c3dbd7a0e5c75e4aefa811858a2ef11,c959e2d1633b86473794539f77490f27,7987,francisco morato,SP,Non Active
d315b65ed1f865c88ffaef3fcdabd200,1e22f3ed6b90761e51cd6b0849a44a31,17513,marilia,SP,Non Active
733ab96989cc675bf88f824069034074,b883334771dea669b6bb0b623b652d33,18070,sorocaba,SP,Non Active
b53f2d80af3f43f230402209960c81e6,b8fbe69e20c372fe70e6c61b8729ea61,32280,contagem,MG,Non Active
54219e69237531217da7b034db98a654,11fa3e53b2e418ed264079f0b739ae68,11630,ilhabela,SP,Non Active
ee0285bcfb8ab655fd93f2275a1c6321,0d4ee85e3254ce40ca2d06465048f943,40283,salvador,BA,Non Active
494fe6ed11aa9695f8fd1fddd3a5ba14,1ce10f79b3cccc47a14584c36d9cf4fc,9360,maua,SP,Non Active
7eb2555fddff9cb3ef0bc2ce2c64f945,a9d8744833cf1b0851a88057fcd56078,70790,brasilia,DF,Non Active
53c26135cf44344a6c00bf51771980c4,d394a89e0e5bb68d20c89d235ef59b06,36956,sao francisco do humaita,MG,Non Active
52cbc1b147fea486193ee68db886f4ef,c27a30338b5d9d59399825f77e7dcc61,65085,sao luis,MA,Non Active
786f59012ae920bf8b535cf145d90a63,9d4e2b9608fc029188a1ad31174aeef3,5264,sao paulo,SP,Non Active
96abd0fc439167d6afbe20f5e8264e6a,e4c94b4dbb992b142e1ba1dd4a81b903,14580,guara,SP,Non Active
f4f14993dd2f44144049d9612c88bd9f,db21893d351ff7b70a3b70f16ce6ddc5,5780,sao paulo,SP,Non Active
39317384036c62ecfeda841cacc9b2d5,b59f82b06ec676dfa1b9edb5c1fb7b43,6767,taboao da serra,SP,Non Active
881c33e67e834bcd0e7229a37c674c13,f7e41e48e45dfb7643f171b5993cf54c,30640,belo horizonte,MG,Non Active
9cce7727e7d1d1a738ccc755eae38e93,78f244c2ca9bc50af8437bb3e3e40679,21330,rio de janeiro,RJ,Non Active
0d6ea3b6f1bf6ef08e6b60ce23db077b,e766d6037aba1856e72cff53bc3f1115,35450,itabirito,MG,Non Active
cd58586e6dd41554e05228197a532da6,78060ecc8f5ce7cf5eff44b073c9ba4d,53280,olinda,PE,Non Active
1e4d36637a15225a983ee62a35fe577a,f364b8ad50a430d19aa09767925b8eda,2927,sao paulo,SP,Non Active
413222dcd7d8078653a8eaa81ba8d96b,ec31ab57bc5e2588a118777ce93ebaf0,30380,belo horizonte,MG,Non Active
402f75205b75b521681f67add1bf1b7b,e4ef5faceeaffad29e3878e8a930953b,9170,santo andre,SP,Non Active
e265a180914056bc0152a2c2bf86721d,d108c85d2b2dc02cb296ccf1eb5974c3,23025,rio de janeiro,RJ,Non Active
d1affff67ab622bc4f1bdd597a0762fe,3941f9ef6d47a089b36db1abd6d70888,72640,brasilia,DF,Non Active
7acf55df0298e1d2c31200fb4f6fb93b,54d7a15160876f86860fd741b906a742,39230,buenopolis,MG,Non Active
e3b8e1052eabf24ff52843086a5f4508,c2fef0a4a3a237288e3ab4bb2df94c18,35930,joao monlevade,MG,Non Active
cd7891263813d9cc6b26f232f73c1485,d8e317f6fe8e1c0100dc2e407b1507a2,76335,uruana,GO,Non Active
6ba7dba3194861cbf4ebe41edf2b369f,ac072f48ce8ec6e85a6c727227f4e997,24710,sao goncalo,RJ,Non Active
df45454de710054424258d3bc3f2ff63,e9d6ce102dcb8ab8a3387021b5040f70,22250,rio de janeiro,RJ,Non Active
ed16865bcadcea1a00a928bf418a74bf,30656f1a6f4ef8d3286f02090232d105,23073,rio de janeiro,RJ,Non Active
5f78e0062e08a91ecc6a7cd787bd29ba,85e2be50c49cbf58fcc2b12cfbaded03,68560,santana do araguaia,PA,Non Active
21c57ebcb87ee3234cd00d36f40cfa9c,32300168b351a3fede32444fae9b7b25,2188,sao paulo,SP,Non Active
4a447c627d4ea252ae512ba273c6d5e2,835f68eb26d8db3fc6379e7553eb77ef,74483,goiania,GO,Non Active
49e64271fb8eeb19851dc7e850e92204,001ae44fa04911a9e9577356dce6c63c,9581,sao caetano do sul,SP,Non Active
95e2e5b83511ce7db6fd6d40ac4a3b75,07d3ab81663d931c7a5168e5ecf9964e,45653,ilheus,BA,Non Active
4956cfa41268f0de55f989555c81ddde,be31ab006786747df81854035a1960f4,13505,rio claro,SP,Non Active
3644d5df1c9855d164c277d91bf4a7f4,8cda74bcb48b709a90e5441e19b1d759,13160,artur nogueira,SP,Non Active
fab1c8d0492140b974bd11575b4c0e78,1df8895db94ca03e3d0b66727b33b12a,22050,rio de janeiro,RJ,Non Active
54f0d9edf7462c205cbba39b9fbab0b0,f96e912268b0e5fc5f81bf5670bbb766,22723,rio de janeiro,RJ,Non Active
31cb868903a0743d096e59969787b1a2,938240f1f466b0f438b853e75bb160fc,17014,bauru,SP,Non Active
946cc8dd1a10dcc7cf3ee2750618dfa1,ec2c780f94092978b2006ccbea7e5e22,23510,rio de janeiro,RJ,Non Active
4d29ad32fd31342f84b2973da2ee9cc6,b3db27683c99173bcca6387fd92629e8,31560,belo horizonte,MG,Non Active
06e3ab9b654241d5b8d94c4b5e25f705,4f51b1fb01815cc981a1e33931442013,75703,catalao,GO,Non Active
a5c75f2a835d91d32a32cca335ee150c,3bd86adb7f78c730ba9e150e1976ac51,86707,arapongas,PR,Non Active
